MsgID.LOCAL_VELOCITY,25.0110000,-0.3275619,3.8343780,0.1715770
MsgID.GLOBAL_POSITION,0.0000000,-122.3974209,37.7924758,4.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2800000,4.9500000,0.1800000
MsgID.LOCAL_POSITION,25.2610000,-0.5104899,2.8742511,-4.9846034
MsgID.LOCAL_VELOCITY,25.2610000,-0.2859078,4.9538431,0.1890562
MsgID.GLOBAL_POSITION,0.0000000,-122.3974054,37.7924752,4.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2500000,5.8600000,0.2100000
MsgID.LOCAL_POSITION,25.5110000,-0.5745106,4.2499204,-4.9793077
MsgID.LOCAL_VELOCITY,25.5110000,-0.2557599,5.8669567,0.2175844
MsgID.GLOBAL_POSITION,0.0000000,-122.3973860,37.7924739,4.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2200000,6.9200000,0.1000000
MsgID.LOCAL_POSITION,25.7610000,-0.7233016,5.9798841,-4.9749932
MsgID.LOCAL_VELOCITY,25.7610000,-0.2226119,6.9253335,0.1033232
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973662,37.7924726,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1800000,7.7400000,0.0800000
MsgID.LOCAL_POSITION,26.0110000,-0.8721756,7.7378454,-4.9767733
MsgID.LOCAL_VELOCITY,26.0110000,-0.1844084,7.7498474,0.0881013
MsgID.GLOBAL_POSITION,0.0000000,-122.3973412,37.7924727,4.9740000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1100000,8.4600000,0.0300000
MsgID.LOCAL_POSITION,26.2610000,-0.8616548,9.9591837,-4.9740186
MsgID.LOCAL_VELOCITY,26.2610000,-0.1140370,8.4623013,0.0369397
MsgID.GLOBAL_POSITION,0.0000000,-122.3973213,37.7924730,4.9690000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0800000,8.7000000,0.0600000
MsgID.LOCAL_POSITION,26.5110000,-0.8240710,11.7324305,-4.9692230
MsgID.LOCAL_VELOCITY,26.5110000,-0.0882127,8.7042570,0.0688773
MsgID.GLOBAL_POSITION,0.0000000,-122.3972928,37.7924730,4.9660000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1000000,8.8200000,0.0300000
MsgID.LOCAL_POSITION,26.7610000,-0.8255888,14.2656889,-4.9661989
MsgID.LOCAL_VELOCITY,26.7610000,-0.1059972,8.8223410,0.0315169
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972691,37.7924730,4.9710000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1200000,8.8600000,-0.0100000
MsgID.LOCAL_POSITION,27.0110000,-0.8285717,16.3669777,-4.9711943
MsgID.LOCAL_VELOCITY,27.0110000,-0.1243284,8.8675404,-0.0195953
MsgID.GLOBAL_POSITION,0.0000000,-122.3972437,37.7924715,4.9700000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1400000,8.8600000,0.0400000
MsgID.LOCAL_POSITION,27.2610000,-0.9893171,18.6259327,-4.9704871
MsgID.LOCAL_VELOCITY,27.2610000,-0.1417978,8.8664961,0.0416698
MsgID.GLOBAL_POSITION,0.0000000,-122.3972201,37.7924722,4.9710000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0800000,8.8800000,-0.0200000
MsgID.LOCAL_POSITION,27.5110000,-0.9107011,20.7245369,-4.9713240
MsgID.LOCAL_VELOCITY,27.5110000,-0.0896366,8.8867760,-0.0233447
